sentiment, sentence
2,"not that great, but looks good"
3,The only bad thing is that the battery does not last
1,Terrible Quality
5,Item received yesterday
1,It does not look like the picture
1,Right ear piece stops working every time
1,Received phone to send with my son to Italy - ...
5,I've been using it for about 4 days now and it works perfect. There are a couple of dings on the ...
5,... this phone for 3 months now and it’s been great to me
1,Faulty--errors make this unusable
1,LAG AND CONNECTIVITY ISSUES
5,"Simple fit, doesn't make the phone too bulky."
2,The keyboard stopped working a couple days ago and has ...
5,Screen protector
5,Screen protector
1,Cancel noise cancelling!  On qc20s
1,Mouse broken after 3 days
3,Overall a very nice mouse. I like the changing colors
2,small function keys
5,Would recommend
5,... to show the colour of your phone it looks good and all the buttons are still accessible
5,... much for the price but this case is very good. Feels very slim (as slim as my previous ...
4,GOOD BUY
3,Kind of disappointed.
5,Just what I was after - a slim case that ...
5,"What I expected, thank you"
2,Just ok but not great.
1,useless
1,Lemon
5,The Best
1,Keyboard react slow to wireless
5,"Excellent case, it’s very high quality and is very ..."
1,"The keyboard is great, the mouse is a hunk of junk"
4,Lots of bang for your buck.
5,"Good price for an as new"" product"""
4,USB Galaxy Tab 3 Adapter
1,I am not happy!!
1,"Worked great for almost two months, then stopped."
1,Don't recommend..
1,BROKEN within one month with LIGHT use
3,Good screen. It is very light and picture is ...
3,It was a greet product very comfortable to use but the battery on the mouse for ...
3,"Started off great, Both the mouse and keyboard worked well and ..."
5,LOVE THIS PHONE
1,Windows 10 update renders it unusable. No driver support ...
2,Not great for gaming
3,Really good phisical aspect
5,Love it
5,Love it
5,Love it
5,Love it
5,Love it
5,Love it
3,but aesthetically it's beautifully designed. But since I'm left handed it is ...
5,... item was just as described used but it was like new definitely recommend
2,Keyboard loses connection
1,Doesn't feel right at all.
1,Touch screen fails almost everytime.
3,NOT UNIFYING RECEIVER READY
5,Thumbs up!
1,Not worth it.
1,Not worth it.
1,Problem unlocking from At&t carrier
1,Ripped off
2,Cant Use for facebook LIVE..
1,Stopped working. No support of official website for this model.
3,"Good construction, Bad sensor"
4,Easy to operate
3,Nice design and i dig the lights but youre gonna ...
2,"Keyboard works great, Mouse doesn't..."
3,and hope the next one that comes is in better shape!
3,Mouse still works fine.
3,Changing colors=good. Ergonomics=bad.
1,Had the phone less than six months. The phone ...
5,perfecy
3,"Affordable, but not as comfortable"
2,very bad products.
2,bad mouse wheel want replacement
1,Buyer beware
1,Buyer beware
1,Buyer beware
3,Like the keyboard
1,"Spend some extra, get something better."
3,Depends on your purpose of use
5,Very good phone for a very good price
3,LED broken
1,... was cracked also was not glass was plastic not happy at
1,Cracked when arrived!
5,Great case.
5,Great case.
3,"It works, but is clunky."
5,"love them, nice touch for Christmas home decor"
4,"Good IPhone, Espeacially for the Price"
3,It's good for a cheap mouse
5,iPhone 6 cover
5,https: //www. amazon.
2,Failed to work after one day of use. Still waiting for replacement wireless unit
3,Is acceptable.  Better than having a bunch of wires all over you.
2,False information
1,Missing items
4,Great pillow cover
2,The quality is great for the price but its largest issue is the ...
5,Love them!
1,The way the lights change is ugly
1,Touch screen did not work
3,Meh...
3,Meh...
1,Product sucks
5,Great value for money
1,"no unifying receiver, only nano one."
2,Not so Great - Keyboard Connectivity Issues
4,Love the phone but the Sound of the camera taking pictures won't come off
1,Dead died  done
2,It seems a little flimsy. There was a delay ...
5,Good Refurbishing
1,"Is not an accurate description, the phone is all ..."
1,Said it was factory unlocked and bought to use for ...
3,Try to refrain from throwing stuff at it
4,Neat little lead
2,"Bah, humbug."
5,What a fantastic product...
1,pay more for a better quality keyboard
5,Like new. Great buy
5,Nice little earphones with some noise cancelling
2,"The keyboard is excellent, but the mouse is not"
1,The keyboard and mouse worked great for the first couple of days
3,"Looked good, was good...for a year."
3,Great mouse for the price
1,The earphones give me small electric shocks in my ears ...
2,Great mouse..... keyboard is made in north korea tho
5,The screen protector easy to put on as I'm not good at putting ...
3,Not Unifying Receiver Version!
2,Get something else
5,thank you
3,Big company...HUGE disappointment
2,I should have payed the extra $$$ for better quality one
3,My mouse is fine but the keyboard is spotty
1,terrible piece of crap technology!
5,A great portable case.  Attractive and sturdy.
5,"Great product, like new"
2,This set worked great for six months
3,I Notice Lag Sometimes
1,After reading the reviews that the phone would come unlocked ...
1,Keyboard sucks at staying connected.
1,Iphone 6 Refurbished
3,A great quality yet cheap product with useful instructions and equipment ...
4,Just got the phone and it looks good and works fine but the charger was a one ...
1,Not satisfied
3,"he love it, works very well"
4,good for the money
1,For 300 dollars this was a complete waste of money
4,Reluctantly less than 5 stars
4,"Very light, don’t expect memory foam"
5,These leads are EXCELLENT
2,Good luck getting one that works!
1,"... keyboard is what you'd expect for the price- not great, but seems functional for irregular use"
4,Good International Phone
3,"Use it at work daily, spotty connection"
4,good buy
4,good buy
2,Phone fault development.
1,it has terrible connections and cannot make outgoing or receive incoming calls
5,I am a very satisfied customer. This phone arrived in next to perfect ...
2,Input delay
5,Fast and good
3,Worked fine for a full semester
3,Too firm
5,Seamless Transaction
5,"Excellent Product, I am very pleased."
4,Not worth the upgrade from h8/9
3,generally works well
1,Nano Receiver was broken and couldn't find a match.
5,but very pleased so far
2,Mouse doesn't work properly.
5,Lovely
5,... years now and I believe it to be the best design of an iphone yet
1,IPhone 6 rubbish !!!
5,look like a new
1,Terrible..
5,Good seller.
2,Rip tips.
1,I strongly recommend not purchasing
5,So pleased with the great sound and overall quality from these ...
3,"It seems to be a good mouse, as advertised"
5,A time & space saver
1,Inaccurate description of actual phone
5,Great Little Product
2,Mouse is quite small & glitchy. Keyboard is fine.
2,This should be identified better in the description as a non-unified bundle
3,Quality Equals Price
5,Good quality very slim casw adds no extra thickness to ...
2,Avoid avoid avoid
5,Top Value
4,Good Deal
5,Amazing but beats
2,Had to return the item as it was not compatible ...
1,Condition is very bad
5,It came on time nothing was damage it came with a charger looked like it was brand new when I open the box ...
5,This pone is working great. Bought this for my daughter in law and ...
3,Hi I am missing one of the screws sitting side ...
1,An I'm also out $100+ It would be really nice if someone would make this right for my 11yr ...
1,I hate it. I recently switched from an older model ...
2,"If you're going from corded, beware, these have response delays!"
1,Very poor.
4,Pleasantly Suprised
1,WASTE OF
3,The screen goes black every time it wants to refresh. :(
1,IPhone junk - Do not buy!
1,This product is a piece. I couldn't even type ...
2,Glitchy touchscreen
2,Only lasted one year
4,Love this phone!
1,"Great mouse, but it randomly died after about one ..."
1,My dogs tail bumped it and fell over.. ...
5,Gorgeous phone at a fantastic price!
1,Waste of time and money
5,Exactly what I was looking for
5,Exactly what I was looking for
1,Not a good deal
5,MyWit is Quality Defined!!! 😍
3,I was happy I received it on time but
5,Just like new!
2,Keyboard to Computer Delay
3,"Great phone, but..."
1,"Was Delivered broken, Cracked and Non-Responsive when it was ..."
5,Tangle free cable that works for charging and data transfer
5,so I have a youtube chanel and I just wanted ...
5,All good
5,Great deal
5,Great deal
2,Worked OK at first.
1,The mouse provided this is small (Travel Size) rather than ...
1,"Poor, poor, poor product."
5,A gift that was loved
3,"Its good, but has a few flaws. Not sure if thats just me."
3,It's good except for the mouse wheel
1,Defective product.
2,Only had it for Three months and it lags and doesn't respond sometimes.
5,Excellent quality product at a reasonable price
3,Nice but keyboard lags and thus double types some letter
3,Ok keyboard.
1,Pointless Wireless function if it's less than 2ft.
4,Close but not quite great
1,There is no cut out for the camera which makes ...
1,Waste of
3,I love how it looks and feels in my hand (Not ...
4,Good wires
2,GARBAGE DO NOT ORDER A USES PHONE DEOM
1,Beware Linux Mint Users - you may have some issues
3,The monitor itself is nice. I was disappointed that there were two scratches ...
5,Wonderful condition and works as well as any brand new phone
1,Wouldn't recommend to anyone
1,this is the biggest hunk of crap keyboard and mouse I have ever used
2,"For this price, I thought the towels would be ..."
1,just wouldn't recommend to anyone
4,No earpiece in the box...
2,Looked great till then
2,Great mouse for an average gamer
1,Battery life data does not work
5,Stunning.
1,Avoid like the plague!!!
1,Phone constantly crashes. Battery is junk. Sold me ...
1,Phone constantly crashes. Battery is junk. Sold me ...
1,Phone constantly crashes. Battery is junk. Sold me ...
3,And the fact that I have been using this mouse for a couple days it is a bit of a disappointment. Otherwise it would have been a great investment
2,pretty cool colors but..
1,HORRIBLE!!! connection sucks
1,The mouse scroll stopped working. Paint(? )/coating on ...
2,Be carefull on purchase.
1,I will look for better solution.
5,Amazing.  Above my expectations and that's high when you pay $500
5,"Best-in-class sound performance in a sharp, well-built design"
2,Great price
3,"Wonderful Concept, but falls short in durability"
3,Great besides phone volume
3,Its an amazing feeling mouse with nice additional buttons for mouse speed ...
2,Painful and unspectacular
3,Okay for price
4,Overall I love the phone
3,doesn't recommend
5,and would love to do a product review of this product
1,Works fine until it freaks out.
